order_id,customer_id,order_date,total_amount,status,shipping_address,shipping_city
351,96,2024-10-17,3017.8,pending,84626 Lauren Groves Suite 944,Kellyborough
352,20,2024-11-06,1314.67,pending,71722 Murphy Crescent,Dawnborough
353,111,2025-05-16,497.86,pending,00677 Mark Pike Suite 398,Bensonbury
354,126,2025-11-06,1483.68,shipped,03940 Taylor Cape,North Aaron
355,200,2024-10-29,1975.77,delivered,846 Joseph Hill,West Henry
356,46,2025-04-09,1047.4,delivered,1642 Ross Track Apt. 028,East Jeremyburgh
357,49,2025-02-22,728.07,cancelled,141 Steven Viaduct,Patrickport
358,139,2025-09-13,4094.15,delivered,175 Amy Inlet Apt. 728,Cherylhaven
359,8,2023-11-25,3213.86,shipped,159 Daniel Gateway,Monicaside
360,133,2025-05-31,1532.88,delivered,933 Heather Key,Johnland
361,90,2025-10-07,596.82,shipped,64444 Sanders Greens,Mcbridestad
362,124,2025-02-01,2966.96,delivered,09894 Larry Green Suite 167,Lake Markberg
363,17,2025-03-19,552.58,pending,21320 Andrea Pine,Chapmanville
364,99,2024-09-07,3753.34,shipped,1056 Dawson Burgs Suite 396,Williamfort
365,159,2024-07-03,1664.79,cancelled,1979 Ryan Walks Suite 582,Singhland
366,166,2025-02-07,945.5,cancelled,331 Hill Shoals,New Valerie
367,193,2024-02-29,1120.83,delivered,91421 Mahoney Land Suite 984,South Kelly
368,142,2025-05-03,3162.13,shipped,689 Ross Highway Suite 693,East Courtneymouth
369,36,2024-11-02,210.96,pending,237 Freeman Freeway Suite 790,South Josephmouth
370,153,2024-03-10,269.28,shipped,9161 Tamara Spur,South Nicholaston
371,43,2025-05-17,976.06,shipped,77683 Lauren Highway Apt. 518,South Brittney
372,109,2025-06-15,2134.69,shipped,19848 Stanley Summit Apt. 568,Dixonshire
373,146,2025-02-27,1059.72,delivered,0048 Nelson Well Apt. 819,Port Savannahmouth
374,85,2025-10-11,582.79,pending,891 Samuel Isle,East Julia
375,167,2024-05-03,2586.94,cancelled,71327 Watts Stravenue Apt. 878,New Josephshire
376,188,2025-10-29,78.26,pending,0897 Washington Curve Suite 841,West Nichole
377,108,2025-03-20,176.76,shipped,380 Roach Club Suite 504,Lake William
378,86,2025-06-08,2862.93,cancelled,989 Nathaniel Falls,Brownville
379,40,2025-02-16,4041.98,delivered,7434 Deleon Drives Apt. 977,East Kyle
380,12,2025-09-14,2293.71,shipped,319 Smith Plain,Port Shanehaven
381,97,2024-06-22,2572.34,shipped,98527 Romero Centers,West Patrickport
382,100,2024-02-11,1202.3,shipped,156 Rios Ville,Parkerburgh
383,129,2024-11-25,1421.46,cancelled,0700 Mary Falls,Rebeccamouth
384,90,2025-06-17,1910.85,pending,494 Jennifer Lock Apt. 258,Lake Anita
385,111,2025-10-20,917.03,cancelled,385 Maria Prairie,Christineburgh
386,84,2024-06-23,4171.11,pending,21585 Cruz Corner,North Danielton
387,104,2024-11-29,1492.4,pending,3130 Larry Club Suite 151,West Roy
388,176,2024-11-26,5163.82,shipped,946 Andrea Spurs,Jennifertown
389,175,2025-10-17,605.57,cancelled,401 Moore Estates Apt. 938,South Jennifer
390,69,2025-10-28,2222.11,delivered,14710 Michael Groves Suite 810,North Vincenttown
391,2,2025-10-24,1355.93,delivered,71977 Brenda Glens Suite 541,South Sandrastad
392,48,2024-07-06,994.64,shipped,9217 Kevin Pike,South Alexander
393,148,2024-01-05,3898.85,delivered,8705 Miller Gardens,West Johnshire
394,72,2025-04-15,1769.99,pending,40139 Joshua Mountains,West Davidmouth
395,48,2025-04-09,1186.6,delivered,586 Moore Street,North Pamela
396,169,2024-05-03,2276.35,cancelled,609 Kenneth Divide Suite 962,New Yeseniaton
397,47,2024-01-07,1208.77,pending,97945 Wong Pass,Julieport
398,169,2024-07-17,2360.32,shipped,26208 Brian Walk Suite 407,Danafurt
399,5,2024-04-06,1054.32,pending,448 Zhang Ports,Lake Scott
400,167,2024-05-07,3636.75,cancelled,368 Edwards Forks,Grahamfurt
401,178,2024-09-17,1476.02,pending,607 Destiny Port,Jenniferfort
402,4,2024-11-22,1728.52,shipped,0556 Diaz Knoll,New Alyssa
403,100,2024-08-31,2691.05,delivered,456 Robin Islands Suite 650,Port Jackstad
404,156,2025-05-06,2065.82,delivered,950 Anderson Drive Suite 853,Danielton
405,182,2025-10-25,517.64,cancelled,9983 Nicholas Stravenue,Port Juliaview
406,38,2024-03-22,384.88,cancelled,9370 Michael Wall Suite 704,West Kristyside
407,110,2023-12-07,1016.0,delivered,106 Stephen Cape Apt. 075,Mitchellburgh
408,135,2023-11-26,1932.29,delivered,8473 Adams Forges,Cindyville
409,199,2024-04-19,4046.58,pending,75668 Hill Pines Apt. 093,North Markburgh
410,155,2025-02-06,1240.19,pending,421 Hannah Ridges Suite 153,Lake Ebonyland
411,65,2025-04-12,1322.64,delivered,1759 David Village,Nolanfort
412,74,2025-07-28,831.32,delivered,0543 Alexander View,West Jamesbury
413,105,2024-11-29,1055.63,pending,540 Shepard Course Suite 682,South Nicole
414,35,2025-06-11,1576.42,pending,46161 Yu Ferry,Gonzalesshire
415,63,2024-05-17,1571.07,delivered,264 Tiffany Manor Suite 375,New Tina
416,94,2024-09-27,776.46,cancelled,837 Finley Springs,Thompsonland
417,82,2024-09-08,2398.39,cancelled,6082 Rhonda Via Suite 837,North Julie
418,116,2023-12-19,1598.98,pending,2270 Martin Center Suite 484,Ericmouth
419,145,2024-09-11,4288.31,delivered,643 Leon Ramp,Port Timothyport
420,154,2025-04-13,138.0,cancelled,4211 Caroline Harbor,Rickyberg
421,3,2024-04-01,5141.18,delivered,46673 Hahn Island Apt. 335,Garciastad
422,200,2025-05-29,2797.65,pending,45004 Hansen Ville Suite 460,Priceport
423,118,2025-09-07,2358.1,delivered,5942 Timothy Loop,West Katherinemouth
424,98,2025-08-20,3043.61,pending,8511 Davis Fields Apt. 669,New Renee
425,167,2025-06-25,2139.6,pending,13260 Jackson Glen,South Suzanne
426,124,2025-10-16,514.2,shipped,79137 Hines Overpass Apt. 646,Lake Matthewfurt
427,80,2024-09-21,1653.67,pending,2936 Lynch Trail Suite 701,Kimberlybury
428,170,2025-03-24,796.46,cancelled,140 Moody Ridges Suite 522,Kelseystad
429,134,2024-06-18,2515.32,pending,92267 Montoya Ford Suite 756,East Michael
430,154,2025-09-08,3067.49,cancelled,7197 Sandoval Drive,Bergerburgh
431,150,2024-09-29,1938.64,delivered,676 Cook Mountains,Port Johnside
432,7,2024-12-08,776.22,shipped,77534 Phillips Gardens Apt. 761,Andersonstad
433,192,2024-03-01,2627.49,delivered,728 Yu Fall,Millerside
434,5,2024-05-11,419.38,cancelled,026 Ramirez Curve,Lake Kathleenchester
435,11,2024-12-22,1060.12,cancelled,47151 David Extension,South Alyssafort
436,69,2024-12-27,1327.49,shipped,926 Chris Rapid Suite 066,Scottland
437,68,2023-11-30,1476.04,shipped,823 Newton Centers,Lake Elijah
438,138,2025-06-25,1013.54,shipped,9835 Thompson Mountain,South Angela
439,98,2025-05-22,68.68,cancelled,97294 Robert Extensions Suite 607,Jorgeshire
440,19,2024-11-11,2609.25,delivered,14045 Duncan Field,Schneiderton
441,181,2024-05-11,3397.22,delivered,784 Gregory Lane Apt. 583,New Alexandriaberg
442,17,2024-05-24,781.17,shipped,65353 Jennings Passage,North Francisco
443,3,2025-02-21,3181.42,cancelled,872 John Harbor,North Annachester
444,121,2024-07-22,2529.27,cancelled,113 Emily Crossroad,Logantown
445,186,2024-12-30,1680.44,pending,25688 Cheryl Causeway,Mccoyshire
446,107,2024-02-21,1137.33,delivered,449 Martin Alley,Perryburgh
447,164,2024-08-13,2994.18,cancelled,4572 Darin Run,Port Kayleebury
448,97,2024-06-25,2725.05,pending,8074 Veronica Drives,Vegaburgh
449,189,2024-01-03,511.16,delivered,4383 Peter Valley Suite 554,Migueltown
450,158,2023-12-25,1431.55,delivered,0051 Bennett Ford Suite 403,Danielport
451,8,2024-01-10,4473.41,pending,773 James Plaza Apt. 888,Dwayneton
452,70,2024-02-07,1201.87,pending,091 Holland Pike,Maryland
453,66,2024-03-10,822.68,delivered,023 Martin Stravenue,North Alison
454,130,2025-03-31,247.76,shipped,34043 Stephanie Road Suite 750,Port Sarashire
455,194,2025-03-05,1504.38,delivered,38358 Nicholas Locks,Perezberg
456,3,2024-01-19,3585.23,pending,879 Anderson Trace Apt. 202,New Michaelview
457,160,2025-08-26,3849.0,shipped,170 Blair Knolls,Andrewberg
458,45,2024-10-08,2750.9,pending,39141 Audrey Glens,North Jimmyhaven
459,49,2024-10-07,2665.81,cancelled,78546 Jason Ways,Lake Cherylland
460,169,2025-05-14,2551.7,cancelled,96606 Elizabeth Pike Apt. 161,West Jay
461,19,2025-06-15,2969.0,delivered,49271 Joseph Inlet Suite 999,Robinfurt
462,131,2023-11-18,2110.65,delivered,4088 Thomas Mall,Meganside
463,120,2024-08-16,914.43,pending,13869 Colin Dale,Stephanietown
464,56,2024-12-25,830.56,cancelled,4660 Stewart Crest Suite 119,West Lauren
465,191,2024-10-20,2858.6,cancelled,8561 Morton Ford Apt. 260,New Carrieberg
466,19,2025-01-31,51.14,shipped,9631 Moreno Walks Apt. 353,Daniellemouth
467,52,2024-03-14,2414.36,cancelled,5637 Chambers Dam Suite 242,Jacobschester
468,50,2024-01-08,154.38,shipped,63265 Matthew Wall,Christensenville
469,34,2025-03-02,3712.67,shipped,859 Conley Passage,West Brandonside
470,67,2025-01-16,4748.41,shipped,93826 Laura Skyway,Thomaschester
471,158,2024-09-18,2126.72,shipped,1487 Patricia Shoals Suite 883,Meganstad
472,87,2025-01-03,2091.91,pending,12608 Joseph Bypass Apt. 015,North Alexander
473,148,2024-01-14,30.03,pending,299 Denise Causeway,West Kelsey
474,57,2024-02-12,139.2,cancelled,92449 Harrell Station,Fernandezburgh
475,198,2025-10-15,3073.96,cancelled,54676 Wayne Pine Suite 530,Port Sandraburgh
476,43,2025-10-23,3660.88,delivered,5662 Kevin Way,Fisherville
477,32,2024-02-13,2058.05,shipped,67063 Samantha Lights Apt. 175,Danielborough
478,98,2025-10-12,823.77,shipped,76241 Richard Estates,Mitchellton
479,150,2024-05-24,281.62,cancelled,124 Baldwin Gardens Apt. 926,Port Karen
480,13,2025-10-11,1712.9,pending,47091 Fuentes Port,East Erika
481,26,2024-07-11,2030.24,delivered,2817 Bray Drive Apt. 371,South Cherylview
482,113,2024-04-18,2469.32,cancelled,04666 Mark Dale,Hayeschester
483,16,2025-08-12,679.37,cancelled,5342 Michele Forge Suite 639,Johnfort
484,188,2025-09-18,2247.32,shipped,716 Miller Lane,New Kelly
485,55,2024-09-15,697.62,pending,20781 Nelson Fort Apt. 890,Hamiltonfurt
486,140,2024-03-11,1732.2,shipped,27379 George Brooks,Mikaylaport
487,4,2024-08-04,1051.2,delivered,59211 Vega Squares,Bennettfort
488,1,2023-12-11,790.46,pending,38289 Perez Mission Suite 523,Adkinshaven
489,84,2025-01-10,1221.7,cancelled,11222 Miller Court,Johnstad
490,41,2025-02-24,2035.04,pending,82769 Christy Camp,North Katelyn
491,96,2024-04-26,944.65,shipped,299 Maldonado Forges Apt. 677,Bakerberg
492,147,2025-07-07,327.95,pending,63824 Hernandez Overpass Suite 793,North Nathaniel
493,96,2025-01-25,2490.19,shipped,47093 Brandon Streets,New Kendra
494,50,2023-11-22,583.72,cancelled,446 Sellers Green,Rickeyfurt
495,190,2024-11-29,1680.38,shipped,42205 Edwards Shore Apt. 380,West Suzanneborough
496,145,2025-03-28,3085.02,cancelled,728 Mcgee Loaf Apt. 406,Michelleton
497,16,2025-01-04,4063.34,cancelled,2303 Linda Ports,Kathleenmouth
498,35,2024-07-09,1093.04,cancelled,51659 Zachary Fort Suite 519,Amandabury
499,62,2025-05-17,2380.41,shipped,8328 Brandy Stream,Robertside
500,21,2025-01-13,821.7,shipped,5411 William Unions,West Nancy
501,78,2025-10-05,1529.98,shipped,303 Houston Viaduct,Hectorchester
502,23,2024-07-07,2615.82,cancelled,69753 Greene Squares,Teresachester
503,67,2024-01-23,1197.52,shipped,5835 Kathryn Knolls Apt. 921,Carrville
504,126,2023-12-19,626.54,shipped,8012 Perez Locks,Murrayside
505,189,2025-09-11,2096.45,pending,87292 Daugherty Pike,Scottchester
506,89,2025-05-02,761.48,delivered,10059 Jeremy Crest Suite 819,New Samuel
507,46,2024-06-20,1033.68,delivered,1326 Lee Trafficway Apt. 176,Omarchester
508,140,2024-10-02,962.95,delivered,3386 Turner Throughway,Samanthastad
509,39,2024-10-29,1485.63,delivered,56007 Garcia Stravenue Suite 842,Lake Justin
510,65,2024-04-27,3038.49,shipped,5755 Green Valleys Suite 943,Tanyaville
511,67,2024-08-13,2710.46,pending,9964 Ashley Crest,Davisborough
512,38,2025-03-17,2385.13,pending,4215 Robinson Summit,Sallybury
513,101,2023-12-18,1423.42,shipped,3010 Turner Shoals Apt. 696,East April
514,87,2024-12-18,2193.81,shipped,54154 Clark Inlet,Lake Steven
515,156,2025-10-16,872.31,pending,406 Catherine Parks Apt. 402,Lake Andrew
516,70,2024-06-19,2422.13,pending,33914 Nunez Harbors,Davishaven
517,100,2024-11-09,2971.01,pending,09712 Mary Pines Apt. 081,Kelseybury
518,163,2025-08-30,488.56,pending,651 Brooks Mill,Kimberlytown
519,40,2024-11-18,2490.58,delivered,79537 Garcia Underpass Apt. 516,Kimhaven
520,129,2024-09-09,475.16,shipped,5547 Murillo Court,Grahamfurt
521,164,2023-12-30,427.4,shipped,314 Lynch Meadows Apt. 794,West Justinville
522,100,2025-03-17,1015.2,pending,9235 Allen Mills Suite 715,Hillbury
523,115,2024-03-24,711.18,pending,092 Nancy Turnpike Apt. 996,South Nicole
524,26,2025-05-14,3163.61,cancelled,27333 John Isle Suite 354,New Samanthaport
525,29,2025-01-27,4209.35,delivered,258 Rodriguez Route,South Troy
526,97,2025-05-14,3290.13,shipped,38895 Woods Trace Apt. 827,Aaronbury
527,52,2025-08-04,685.77,cancelled,6219 Cannon Extension,Morrismouth
528,132,2025-05-26,2977.14,shipped,89939 Fischer Unions,East Ashley
529,134,2025-10-18,465.78,shipped,1966 Schmidt Park Apt. 274,South Bryanhaven
530,18,2025-01-03,309.86,shipped,8941 Reed Rue Suite 927,Reyesberg
531,116,2025-04-29,3350.12,shipped,99369 Alexander Court,Port Katietown
532,80,2025-07-16,2028.75,shipped,736 Alex Squares Suite 390,South Tyler
533,44,2025-11-01,638.82,cancelled,573 Brown Loaf,New Donnaside
534,141,2025-01-12,1628.87,pending,74004 Madison Parkways Apt. 105,Tonibury
535,97,2023-11-30,1470.3,delivered,422 Jackson Crest Apt. 699,North Kimberlybury
536,129,2024-03-04,1515.84,shipped,55465 Bradley Keys Apt. 227,South Colintown
537,50,2025-01-21,340.83,delivered,1422 Collins Stream Apt. 515,Steinfort
538,194,2024-08-14,2741.61,shipped,56159 Kyle Crossing Suite 390,West Stephanie
539,186,2024-12-14,2548.46,cancelled,57177 Cynthia Coves Suite 162,Bradyside
540,177,2025-08-22,1015.75,cancelled,736 Laura Common Suite 654,Castillomouth
541,163,2023-12-15,1594.33,delivered,0347 Steele Skyway,Nicoleburgh
542,196,2025-05-17,416.68,pending,017 Cynthia Junctions Suite 129,Martinezton
543,136,2025-01-19,2449.86,shipped,4097 Guerra Mountains Suite 562,Lake Beth
544,30,2025-02-01,2363.35,shipped,96693 Brian Gardens Apt. 531,Vaughnview
545,196,2024-08-22,2579.4,pending,0695 Johnny Lake,Nicholashaven
546,113,2024-08-19,1325.54,cancelled,4221 Nguyen Mountain,East Williamview
547,126,2025-02-15,2829.91,cancelled,4884 Jackie Wells,Carneyland
548,188,2025-04-17,3057.96,pending,74188 Mclean Cliffs Apt. 477,Charleschester
549,163,2024-07-09,1210.73,pending,2959 Susan Drive,North Melanieland
550,86,2025-11-12,2899.54,delivered,757 Santos Loaf Suite 397,West Kim
551,200,2023-11-15,1043.45,shipped,91780 Horne Viaduct Suite 958,Cherylshire
552,53,2025-05-30,1159.42,pending,93581 Lori Village,East Larry
553,157,2024-08-29,557.82,delivered,8442 Guzman Street,Bradleyland
554,29,2024-10-14,373.8,pending,6530 James Lock Apt. 640,East Tyler
555,162,2025-07-21,715.72,shipped,6891 Wilson Canyon Apt. 609,West Mariabury
556,15,2025-08-21,1557.87,pending,7978 Calhoun Extensions Apt. 719,Steelefurt
557,121,2025-06-21,160.64,pending,62502 Jeffery Knoll Suite 888,East Teresaland
558,89,2024-11-04,2646.64,delivered,06498 Carla Ramp,Lake Charles
559,11,2024-02-25,4320.73,pending,370 Richard Cove Suite 852,North Joseph
560,101,2025-04-25,2648.06,cancelled,3226 Jasmine Port,Jonesberg
561,200,2024-12-02,509.91,shipped,4352 Scott Station,Jimmyborough
562,122,2025-08-11,1823.57,pending,880 Patricia Curve,East Amandahaven
563,156,2024-05-15,2992.08,delivered,1721 Crosby Burg Suite 116,West Hayley
564,175,2025-02-26,2838.26,cancelled,49877 Espinoza Neck,Jesseport
565,86,2024-04-12,866.94,pending,10181 Tammy Burg,Port Jasonfort
566,53,2025-09-14,820.54,shipped,7605 Santana Keys,Lloydfurt
567,198,2024-11-14,424.11,cancelled,34687 Sandra Islands,Gabrielbury
568,76,2025-08-06,846.43,cancelled,843 Cruz Keys Apt. 215,Leahland
569,23,2025-10-12,2870.26,shipped,56536 Mayer Lane Apt. 686,Christophermouth
570,17,2024-11-08,2474.5,cancelled,2178 Navarro Lane Apt. 742,West Barbaraside
571,180,2024-02-02,3106.24,delivered,86486 Houston Bypass Suite 805,Mooretown
572,38,2025-07-14,3229.65,pending,7934 Mcguire Extension,Riverahaven
573,85,2025-05-17,1567.79,cancelled,21970 Marshall Route Apt. 395,Adamston
574,189,2025-10-23,175.22,delivered,0001 Heather Plain,Elizabethbury
575,29,2024-10-11,3808.79,pending,68620 Monique Lakes,East Brooke
576,13,2024-12-08,871.53,delivered,360 Solis Cliff Apt. 716,Allenmouth
577,48,2024-12-29,1748.72,cancelled,361 Williams Road,Lake Dianechester
578,111,2025-09-10,3857.81,cancelled,241 Natalie Glens Suite 739,Port Mark
579,150,2025-05-11,2203.5,delivered,917 Phillips Way Suite 835,East Bradley
580,82,2024-08-31,2003.77,pending,822 Jenna Park Apt. 446,North Andrew
581,38,2025-03-24,35.5,cancelled,474 Kenneth Island Apt. 228,Edwardsview
582,71,2025-04-21,366.76,shipped,4581 Ryan Highway Suite 001,Monroetown
583,138,2025-07-24,1008.52,pending,5215 Donald Canyon,West Jimtown
584,49,2024-05-31,51.48,delivered,5553 Jenkins Forge,Westburgh
585,109,2025-09-01,3070.06,delivered,751 Alvarez Village Suite 458,Lancechester
586,124,2024-09-12,2327.85,pending,007 Hicks Corners,South Barbaraville
587,26,2025-09-27,3342.95,pending,41561 Lindsey Stream Apt. 124,Jaredtown
588,19,2025-06-03,669.78,delivered,788 Samuel Crossroad Apt. 788,Brooksbury
589,3,2024-07-31,1279.64,delivered,3779 Elizabeth Parkways,New Heatherside
590,38,2025-03-12,2146.72,cancelled,51118 Colleen Shore,Christopherport
591,174,2024-12-25,2651.15,pending,85782 Tracy Street,New Jessica
592,185,2023-12-06,1679.21,shipped,3358 Bryant Mountains,South Daniel
593,191,2024-06-20,1127.03,cancelled,71510 Harris Street Apt. 759,Reynoldsborough
594,3,2024-06-21,2705.2,delivered,476 William Ports,North Kristenstad
595,127,2024-05-11,3683.54,cancelled,610 Bailey Grove Apt. 720,Thomasborough
596,190,2025-05-20,3660.01,cancelled,69554 Bryan Cliffs,New Karenmouth
597,85,2025-06-07,811.56,cancelled,035 Kathy Drives,Hughesbury
598,129,2025-05-27,2837.63,delivered,1105 Richard Terrace,South Kaylastad
599,77,2024-10-10,2544.55,shipped,492 Drew Unions Apt. 101,New Sarah
600,190,2025-04-01,1380.69,pending,537 Ortiz Plains,Lake Julie
601,181,2024-03-15,2395.56,cancelled,413 Charles Walk,Port Melanie
602,170,2024-11-19,104.4,cancelled,3623 David Trace,South Deanbury
603,97,2025-10-18,2651.54,cancelled,4410 Bowers Mountains Apt. 401,New Christinashire
604,45,2025-10-26,164.82,pending,60997 Scott Motorway Apt. 606,Shelbyland
605,143,2024-04-08,1852.81,shipped,4024 Cooper Crescent Apt. 525,Port Carrieborough
606,81,2025-01-14,277.99,cancelled,0741 Angela Union,Martinshire
607,114,2025-05-16,2355.79,cancelled,19278 Steven Trafficway,Diazfurt
608,147,2024-06-05,876.86,cancelled,26367 Brenda Road,North Elizabethfort
609,149,2025-06-12,1917.08,cancelled,0932 Sherman Gateway,Lake Mariahport
610,88,2024-06-27,819.3,shipped,12121 Kristin Stravenue,Lake Patricia
611,185,2024-07-05,1236.19,cancelled,0310 Sabrina Turnpike Suite 928,Port Brittany
612,13,2024-11-24,1119.88,cancelled,5702 Harrison Light,Lorimouth
613,52,2025-06-26,2215.67,delivered,93541 Terry Causeway,Lake Ericfurt
614,107,2024-09-09,1871.83,cancelled,53986 Jessica Bypass,Kellerland
615,13,2024-04-28,1051.49,delivered,60713 Taylor Haven Suite 570,Toddchester
616,163,2023-12-02,764.54,pending,2594 Gary Mount Suite 133,Katherineberg
617,172,2024-10-27,3111.21,pending,1975 Edwards Mountain Apt. 988,Lake Kevintown
618,72,2024-06-13,1199.02,cancelled,187 Jacob Garden Apt. 903,South Donaldside
619,15,2025-05-07,1873.67,shipped,3718 Sabrina Shore Suite 986,Port Stephanie
620,180,2025-03-11,416.4,delivered,782 Michael Points Apt. 513,Davidland
621,167,2024-03-25,4657.83,delivered,363 Jordan Locks,Phammouth
622,74,2025-04-03,2874.01,cancelled,596 Kim Mall Apt. 563,Lake Ann
623,42,2024-07-19,2245.93,cancelled,13510 Brian Island Apt. 167,South Brittany
624,26,2024-10-09,2154.12,delivered,9255 Krystal Road,West Stephanie
625,190,2025-03-02,1851.79,shipped,53686 Scott Summit,North Andrew
626,55,2025-01-29,104.34,shipped,1266 Vaughn Point,North Jeanetteville
627,187,2023-12-22,4714.41,cancelled,9377 Reed Glen,Kellymouth
628,39,2024-10-04,2886.3,delivered,125 Soto Mall Suite 594,Kirstenborough
629,113,2024-02-17,523.08,delivered,744 Marcia Square,Heatherport
630,28,2024-03-03,67.51,pending,108 Hall Squares Suite 716,Davidberg
631,100,2024-11-22,103.5,shipped,7247 Penny Ford Apt. 451,North Robertbury
632,127,2024-07-15,607.62,shipped,2485 Sabrina Harbors,Whitneychester
633,85,2025-08-01,593.54,cancelled,5764 Allison Pines Suite 405,Anthonybury
634,80,2024-03-13,976.95,cancelled,823 Holly Lodge,North Richard
635,175,2025-08-04,277.99,pending,835 Leslie Spur Apt. 301,West Joshua
636,46,2025-05-19,2135.79,pending,351 Hernandez Streets Apt. 921,Robertborough
637,5,2024-10-29,3510.38,shipped,4499 Hernandez Canyon Suite 341,Lake Ellen
638,36,2024-12-25,3449.81,delivered,225 Melissa Underpass Suite 729,East Jerryland
639,200,2023-11-21,558.21,pending,120 Foster Square Apt. 184,Perrystad
640,56,2025-09-26,434.74,pending,358 Castillo Run Suite 331,East Lorishire
641,184,2025-03-02,675.06,pending,56101 Jones Islands,Holdertown
642,131,2023-11-25,798.69,shipped,50054 Steven Streets,Danachester
643,16,2024-12-08,933.28,cancelled,176 Scott Trace Suite 309,Lake Richardburgh
644,108,2024-12-22,2598.15,pending,876 Ross Lodge,East Scott
645,55,2024-02-27,1763.33,shipped,05927 Thompson Drive,West Samanthaville
646,65,2023-12-11,2678.21,delivered,7208 Greene Villages Suite 481,Adamsshire
647,165,2025-09-28,2777.37,cancelled,673 Morgan Key Apt. 039,Cindyhaven
648,111,2023-11-24,2992.27,pending,77857 Anderson Overpass Apt. 127,Suttonport
649,86,2024-10-14,3060.9,shipped,33875 Young Throughway,South Kelsey
650,57,2025-02-01,3208.75,shipped,92371 Khan Way Apt. 215,Gloverstad
651,178,2023-11-24,4296.32,delivered,35031 Massey Canyon,South Lorihaven
652,50,2025-07-21,2620.99,cancelled,42520 Debbie Ranch Apt. 571,South Christopher
653,141,2025-07-21,222.82,pending,699 Joseph Pines Apt. 599,Figueroastad
654,123,2025-05-29,57.92,shipped,5669 Melinda Dam,Mariafurt
655,111,2025-08-13,2640.7,shipped,85773 James Expressway,Barnesbury
656,7,2025-09-26,2330.34,delivered,38812 Sheila View,West Joshuaborough
657,45,2024-06-09,614.2,pending,05793 Lawrence Rapid Suite 393,Claudiastad
658,28,2024-05-10,632.93,delivered,178 Miller Island,Garciabury
659,183,2024-04-21,389.48,pending,0752 Joseph Stream Apt. 817,New Christina
660,12,2025-04-12,2257.88,cancelled,864 Sandra Road,Smithmouth
661,114,2024-03-25,632.31,pending,818 Tami Run,Lauraborough
662,175,2024-01-26,3186.81,delivered,68270 Chan Plaza Apt. 599,Anneberg
663,125,2024-12-15,2115.43,shipped,5366 Suzanne Row Suite 797,Port Alyssa
664,172,2023-12-07,3933.79,delivered,6325 Kevin Roads,Rickyview
665,17,2025-05-31,520.31,pending,66469 Wagner Camp Suite 407,Lake Mikaylaborough
666,88,2025-05-30,2002.43,pending,89363 Brown Loaf,Carolview
667,154,2025-10-25,625.95,pending,4449 Timothy Field Apt. 468,North Oscar
668,96,2024-02-26,2262.88,delivered,359 Lisa Glens,Hortonland
669,176,2025-03-25,2117.18,shipped,6555 Ramirez Haven Apt. 689,Mcguireside
670,115,2025-10-03,2123.9,delivered,057 Foster Road Apt. 319,East Prestonville
671,39,2025-08-22,560.36,shipped,77543 Miller Wall,East Loriland
672,180,2025-03-31,2541.96,delivered,9553 Johnson Mission Apt. 387,South Scott
673,81,2025-04-12,633.63,delivered,756 Kristi Union Apt. 503,South Lauraberg
674,39,2024-01-08,2806.72,shipped,83056 Thomas View Apt. 610,Bartonshire
675,84,2024-09-05,1627.3,shipped,050 Payne River Suite 051,Brownview
676,132,2023-11-19,109.84,shipped,17028 Kelsey Pine Suite 637,Lake Michellechester
677,196,2024-12-22,51.26,delivered,2538 Christian Fork,Debraton
678,160,2024-05-14,2413.63,pending,082 Ethan Dam,Sharonburgh
679,65,2025-04-18,2159.42,pending,61235 Benjamin Branch Suite 825,South Brent
680,80,2023-12-06,1495.5,cancelled,607 Torres Haven Apt. 742,Normanview
681,192,2025-11-03,963.14,shipped,5093 Bobby Terrace,Petersfurt
682,105,2024-07-01,2130.6,shipped,59355 Nicole Way Apt. 456,South Jameschester
683,122,2023-12-05,3661.09,pending,927 Ricky Rest Suite 150,Brandiville
684,135,2024-01-25,1076.51,shipped,73160 Bryant Square,Chavezview
685,37,2024-09-23,2152.62,cancelled,18755 Garza Summit Apt. 558,Brownport
686,106,2025-02-26,1254.64,shipped,92663 Johnson Spur,South Christopherstad
687,165,2025-08-14,1795.15,cancelled,26827 Gabriela Way Suite 012,Johnsontown
688,2,2024-08-04,939.13,pending,64476 Shaw Center Suite 896,Lake Danielbury
689,132,2025-07-30,684.24,pending,308 Billy Prairie Apt. 192,Lake Nancy
690,115,2025-09-30,813.48,delivered,8319 Gordon Lodge,Jenniferville
691,188,2025-03-08,1080.73,cancelled,4336 Sandra Ranch,Joannamouth
692,117,2024-09-13,2920.76,delivered,22190 Edward Ways,Jennifertown
693,196,2024-01-23,983.4,cancelled,809 Delgado Ports,Kimberlyhaven
694,13,2024-09-25,3045.11,shipped,395 Rodriguez Stravenue,Debrashire
695,161,2024-12-13,325.32,pending,48217 Robin Haven Apt. 356,West Josestad
696,158,2023-12-10,1834.76,delivered,84400 Montgomery Ford Suite 457,Wandamouth
697,44,2024-06-23,2833.0,pending,612 Bradley Parkway Apt. 443,Jameschester
698,187,2025-10-01,372.0,cancelled,30854 Andrew Shore,Pierceburgh
699,37,2025-06-24,3364.92,shipped,1239 Barrett Ridges Apt. 070,Douglasfort
700,25,2025-01-02,2478.44,cancelled,324 Kennedy Locks,North Amyborough
