order_id,order_date,customer_id,customer_name,customer_email,product_id,product_name,category_id,category_name,quantity,unit_price,line_total,order_total
292,2025-01-06,92,James Hill,jasminewright@example.com,40,Success Family,1,Have,1,389.12,389.12,1178.15
292,2025-01-06,92,James Hill,jasminewright@example.com,269,Personal Hotel,13,Past,3,263.01,789.03,1178.15
293,2024-09-29,52,Emily Mays,angelazimmerman@example.com,205,Month Interesting,9,Wind,3,47.63,142.89000000000001,1256.14
293,2024-09-29,52,Emily Mays,angelazimmerman@example.com,105,One Itself,4,Choice,3,306.35,919.0500000000001,1256.14
293,2024-09-29,52,Emily Mays,angelazimmerman@example.com,76,Director Standard,14,Break,4,48.55,194.2,1256.14
294,2025-10-21,41,Christopher Garcia,keithturner@example.com,187,Morning Notice,10,President,1,456.83,456.83,1441.37
294,2025-10-21,41,Christopher Garcia,keithturner@example.com,231,Travel Strong,5,Peace,1,84.5,84.5,1441.37
294,2025-10-21,41,Christopher Garcia,keithturner@example.com,132,Wind Glass,18,Strong,2,450.02,900.04,1441.37
295,2025-06-21,148,Randy Taylor,whitedavid@example.org,4,Field Subject,4,Choice,4,187.68,750.72,1744.24
295,2025-06-21,148,Randy Taylor,whitedavid@example.org,149,Around Away,14,Break,2,344.17,688.34,1744.24
295,2025-06-21,148,Randy Taylor,whitedavid@example.org,114,Focus Early,15,Hour,2,152.59,305.18,1744.24
296,2024-06-26,131,Dr. Craig Macdonald,jennifer99@example.com,293,Sell Else,4,Choice,3,352.97,1058.91,2044.83
296,2024-06-26,131,Dr. Craig Macdonald,jennifer99@example.com,295,Yard Conference,6,Several,3,328.64,985.92,2044.83
297,2025-10-20,46,Alexander Dickerson,mariagreen@example.net,57,Leg Difficult,15,Hour,4,407.43,1629.72,2333.02
297,2025-10-20,46,Alexander Dickerson,mariagreen@example.net,66,Space Practice,7,Phone,1,27.28,27.28,2333.02
297,2025-10-20,46,Alexander Dickerson,mariagreen@example.net,134,Simple Thing,3,One,3,225.34,676.02,2333.02
298,2025-04-26,200,Alejandra Fitzgerald,ellisonhoward@example.org,247,Role Per,19,Different,1,97.46,97.46,97.46
299,2025-05-12,158,Jacqueline Barker,gprice@example.org,208,Water Government,19,Different,1,328.57,328.57,415.29
299,2025-05-12,158,Jacqueline Barker,gprice@example.org,115,Prove Make,10,President,2,43.36,86.72,415.29
300,2024-09-12,129,Kathy Ellison,james50@example.org,81,Religious None,18,Strong,2,317.02,634.04,1880.11
300,2024-09-12,129,Kathy Ellison,james50@example.org,55,Result Bad,9,Wind,2,397.85,795.7,1880.11
300,2024-09-12,129,Kathy Ellison,james50@example.org,157,Each Program,11,Young,1,450.37,450.37,1880.11
301,2024-05-30,111,Mary Banks,jacobstanley@example.net,264,Woman Mission,20,Mind,4,177.38,709.52,2669.84
301,2024-05-30,111,Mary Banks,jacobstanley@example.net,231,Travel Strong,5,Peace,3,84.5,253.5,2669.84
301,2024-05-30,111,Mary Banks,jacobstanley@example.net,284,Money Employee,4,Choice,3,355.86,1067.58,2669.84
301,2024-05-30,111,Mary Banks,jacobstanley@example.net,215,Hold Ago,1,Have,2,319.62,639.24,2669.84
302,2024-07-08,166,Kristy Smith,stevensbrandon@example.org,188,Student Sign,1,Have,3,278.13,834.39,855.23
302,2024-07-08,166,Kristy Smith,stevensbrandon@example.org,39,Form Pull,4,Choice,1,20.84,20.84,855.23
303,2023-12-03,5,Michael Chang,kellychad@example.net,26,Guy Itself,12,Who,3,441.62,1324.8600000000001,1602.96
303,2023-12-03,5,Michael Chang,kellychad@example.net,159,West Wind,4,Choice,1,278.1,278.1,1602.96
304,2024-12-18,111,Mary Banks,jacobstanley@example.net,11,Father Hope,9,Wind,1,445.65,445.65,3894.89
304,2024-12-18,111,Mary Banks,jacobstanley@example.net,260,Important Forward,15,Hour,1,282.09,282.09,3894.89
304,2024-12-18,111,Mary Banks,jacobstanley@example.net,225,Onto Imagine,15,Hour,4,490.77,1963.08,3894.89
304,2024-12-18,111,Mary Banks,jacobstanley@example.net,98,Born Near,7,Phone,1,367.23,367.23,3894.89
304,2024-12-18,111,Mary Banks,jacobstanley@example.net,19,Ten Establish,19,Different,4,209.21,836.84,3894.89
305,2024-12-27,61,Henry Hogan,johnortiz@example.net,261,Century Herself,7,Phone,2,432.34,864.68,1838.77
305,2024-12-27,61,Henry Hogan,johnortiz@example.net,298,Today Unit,14,Break,2,296.11,592.22,1838.77
305,2024-12-27,61,Henry Hogan,johnortiz@example.net,127,Their South,11,Young,3,127.29,381.87,1838.77
306,2023-11-29,153,Erica Hood,bryantmelvin@example.org,137,Arm Base,6,Several,3,232.08,696.24,696.24
307,2025-04-21,125,Emily Peterson,misty86@example.com,266,Second With,2,Deal,3,371.78,1115.34,2203.31
307,2025-04-21,125,Emily Peterson,misty86@example.com,246,Plant Small,11,Young,2,307.59,615.18,2203.31
307,2025-04-21,125,Emily Peterson,misty86@example.com,21,Work Soldier,15,Hour,1,472.79,472.79,2203.31
308,2025-05-01,71,Robin White,johnsonelizabeth@example.com,26,Guy Itself,12,Who,1,441.62,441.62,771.19
308,2025-05-01,71,Robin White,johnsonelizabeth@example.com,15,Fact Few,8,Nor,1,329.57,329.57,771.19
309,2024-09-06,49,Joseph Anderson,oross@example.com,52,Call Affect,18,Strong,2,497.65,995.3,4224.33
309,2024-09-06,49,Joseph Anderson,oross@example.com,135,Establish Heavy,16,The,3,342.38,1027.1399999999999,4224.33
309,2024-09-06,49,Joseph Anderson,oross@example.com,221,Suffer City,20,Mind,3,227.07,681.21,4224.33
309,2024-09-06,49,Joseph Anderson,oross@example.com,181,Soldier It,19,Different,1,290.32,290.32,4224.33
309,2024-09-06,49,Joseph Anderson,oross@example.com,246,Plant Small,11,Young,4,307.59,1230.36,4224.33
310,2024-10-03,149,Joan Dickerson,rebeccabarton@example.org,81,Religious None,18,Strong,2,317.02,634.04,634.04
311,2024-03-13,32,Jacob Benton,jordan57@example.com,217,Receive Them,14,Break,1,267.58,267.58,2492.85
311,2024-03-13,32,Jacob Benton,jordan57@example.com,190,Lawyer Head,1,Have,4,424.43,1697.72,2492.85
311,2024-03-13,32,Jacob Benton,jordan57@example.com,263,Onto Require,5,Peace,3,175.85,527.55,2492.85
312,2025-05-06,10,John Woodard MD,michael82@example.com,172,Join Listen,5,Peace,1,212.91,212.91,664.49
312,2025-05-06,10,John Woodard MD,michael82@example.com,99,Culture Big,6,Several,1,67.3,67.3,664.49
312,2025-05-06,10,John Woodard MD,michael82@example.com,173,Water Option,20,Mind,4,96.07,384.28,664.49
313,2024-11-18,40,Amber Anderson,singhrobert@example.net,21,Work Soldier,15,Hour,1,472.79,472.79,3947.71
313,2024-11-18,40,Amber Anderson,singhrobert@example.net,50,Scientist Show,13,Past,4,310.72,1242.88,3947.71
313,2024-11-18,40,Amber Anderson,singhrobert@example.net,208,Water Government,19,Different,2,328.57,657.14,3947.71
313,2024-11-18,40,Amber Anderson,singhrobert@example.net,262,Appear Spend,8,Nor,3,491.42,1474.26,3947.71
313,2024-11-18,40,Amber Anderson,singhrobert@example.net,160,See Item,18,Strong,4,25.16,100.64,3947.71
314,2025-04-30,89,Brett Mitchell,aramirez@example.com,50,Scientist Show,13,Past,3,310.72,932.1600000000001,932.16
315,2024-05-09,11,Jennifer Rodriguez,robin21@example.com,187,Morning Notice,10,President,4,456.83,1827.32,5168.96
315,2024-05-09,11,Jennifer Rodriguez,robin21@example.com,27,North Man,4,Choice,3,285.09,855.27,5168.96
315,2024-05-09,11,Jennifer Rodriguez,robin21@example.com,175,General Those,15,Hour,3,483.49,1450.47,5168.96
315,2024-05-09,11,Jennifer Rodriguez,robin21@example.com,141,Since Lot,1,Have,3,345.3,1035.9,5168.96
316,2024-01-22,6,Richard Moss,ushannon@example.net,254,Cultural Responsibility,15,Hour,2,232.7,465.4,627.4
316,2024-01-22,6,Richard Moss,ushannon@example.net,14,Thank Question,5,Peace,2,81.0,162.0,627.4
317,2024-01-13,145,Kimberly Wallace,ayersalicia@example.org,56,Hit Clear,4,Choice,4,61.81,247.24,649.75
317,2024-01-13,145,Kimberly Wallace,ayersalicia@example.org,54,School Ball,8,Nor,2,192.76,385.52,649.75
317,2024-01-13,145,Kimberly Wallace,ayersalicia@example.org,144,Teacher Peace,17,Support,1,16.99,16.99,649.75
318,2025-03-20,92,James Hill,jasminewright@example.com,234,Capital Make,18,Strong,1,18.32,18.32,18.32
319,2025-05-28,109,Rodney Anderson,garciarussell@example.net,48,Drug Scientist,16,The,3,31.37,94.11,1085.79
319,2025-05-28,109,Rodney Anderson,garciarussell@example.net,252,Travel Avoid,12,Who,3,24.12,72.36,1085.79
319,2025-05-28,109,Rodney Anderson,garciarussell@example.net,180,Level Catch,15,Hour,1,204.52,204.52,1085.79
319,2025-05-28,109,Rodney Anderson,garciarussell@example.net,178,Prevent Home,6,Several,2,357.4,714.8,1085.79
320,2024-09-25,135,Jon Freeman,jim08@example.net,92,Everyone Also,9,Wind,4,228.98,915.92,1872.64
320,2024-09-25,135,Jon Freeman,jim08@example.net,288,Several Bill,18,Strong,2,342.54,685.08,1872.64
320,2024-09-25,135,Jon Freeman,jim08@example.net,68,Church Huge,5,Peace,2,135.82,271.64,1872.64
321,2025-06-13,65,Dylan Walker,edward17@example.com,212,Energy Usually,12,Who,2,164.83,329.66,1089.28
321,2025-06-13,65,Dylan Walker,edward17@example.com,19,Ten Establish,19,Different,2,209.21,418.42,1089.28
321,2025-06-13,65,Dylan Walker,edward17@example.com,207,Skin Fly,17,Support,1,341.2,341.2,1089.28
322,2024-07-05,45,Debra Schroeder,laurieclark@example.com,117,Generation Dinner,17,Support,2,52.76,105.52,1948.09
322,2024-07-05,45,Debra Schroeder,laurieclark@example.com,277,Oil Stay,10,President,4,146.65,586.6,1948.09
322,2024-07-05,45,Debra Schroeder,laurieclark@example.com,96,See Want,4,Choice,1,484.16,484.16,1948.09
322,2024-07-05,45,Debra Schroeder,laurieclark@example.com,82,Protect Want,2,Deal,1,433.45,433.45,1948.09
322,2024-07-05,45,Debra Schroeder,laurieclark@example.com,164,History Involve,2,Deal,1,338.36,338.36,1948.09
323,2024-08-17,114,Rachel Wilson,sherriperkins@example.com,43,Bad Cultural,20,Mind,3,495.01,1485.03,2175.83
323,2024-08-17,114,Rachel Wilson,sherriperkins@example.com,100,Mission Many,13,Past,2,345.4,690.8,2175.83
324,2025-01-20,79,Frank Castillo,smarshall@example.com,54,School Ball,8,Nor,1,192.76,192.76,604.12
324,2025-01-20,79,Frank Castillo,smarshall@example.com,13,Approach Politics,9,Wind,4,102.84,411.36,604.12
325,2025-06-01,179,Nancy Wilson,elizabeth54@example.com,20,Lead Contain,6,Several,4,189.84,759.36,759.36
326,2023-12-21,159,Abigail Stevens,heatherquinn@example.net,244,Occur Traditional,7,Phone,4,380.18,1520.72,1520.72
327,2025-10-12,114,Rachel Wilson,sherriperkins@example.com,119,South Act,15,Hour,2,384.12,768.24,768.24
328,2025-08-30,170,Howard Munoz,smithdaniel@example.net,249,Fill Show,6,Several,1,378.8,378.8,2661.6
328,2025-08-30,170,Howard Munoz,smithdaniel@example.net,206,Seat Town,10,President,3,415.22,1245.66,2661.6
328,2025-08-30,170,Howard Munoz,smithdaniel@example.net,78,Woman Worker,1,Have,4,224.22,896.88,2661.6
328,2025-08-30,170,Howard Munoz,smithdaniel@example.net,69,Blue Answer,7,Phone,2,70.13,140.26,2661.6
329,2025-11-07,101,Christopher Wilson,johnsonmatthew@example.com,4,Field Subject,4,Choice,1,187.68,187.68,2782.99
329,2025-11-07,101,Christopher Wilson,johnsonmatthew@example.com,300,Difference Discover,15,Hour,3,296.73,890.19,2782.99
329,2025-11-07,101,Christopher Wilson,johnsonmatthew@example.com,31,Effect Character,7,Phone,4,22.44,89.76,2782.99
329,2025-11-07,101,Christopher Wilson,johnsonmatthew@example.com,287,Would Real,6,Several,4,403.84,1615.36,2782.99
330,2025-04-24,71,Robin White,johnsonelizabeth@example.com,112,Professional Defense,16,The,2,483.26,966.52,2662.51
330,2025-04-24,71,Robin White,johnsonelizabeth@example.com,282,Other Be,8,Nor,3,191.67,575.01,2662.51
330,2025-04-24,71,Robin White,johnsonelizabeth@example.com,117,Generation Dinner,17,Support,3,52.76,158.28,2662.51
330,2025-04-24,71,Robin White,johnsonelizabeth@example.com,95,Song Color,11,Young,3,320.9,962.6999999999999,2662.51
331,2024-07-01,49,Joseph Anderson,oross@example.com,162,Song Believe,18,Strong,2,195.38,390.76,893.28
331,2024-07-01,49,Joseph Anderson,oross@example.com,156,Keep Wall,18,Strong,3,159.96,479.88,893.28
331,2024-07-01,49,Joseph Anderson,oross@example.com,146,Democratic Want,1,Have,1,22.64,22.64,893.28
332,2025-08-18,45,Debra Schroeder,laurieclark@example.com,290,Likely Concern,13,Past,4,132.55,530.2,1867.53
332,2025-08-18,45,Debra Schroeder,laurieclark@example.com,95,Song Color,11,Young,3,320.9,962.6999999999999,1867.53
332,2025-08-18,45,Debra Schroeder,laurieclark@example.com,236,Play One,1,Have,1,374.63,374.63,1867.53
333,2024-11-11,183,Robert Roberts,tracy18@example.com,286,During Challenge,18,Strong,3,241.31,723.9300000000001,1760.73
333,2024-11-11,183,Robert Roberts,tracy18@example.com,107,Bar Also,6,Several,3,345.6,1036.8000000000002,1760.73
334,2025-03-29,163,Lindsay Crawford,antoniocoleman@example.com,169,Wrong Stop,7,Phone,1,442.09,442.09,5445.97
334,2025-03-29,163,Lindsay Crawford,antoniocoleman@example.com,186,Sort Animal,8,Nor,4,290.59,1162.36,5445.97
334,2025-03-29,163,Lindsay Crawford,antoniocoleman@example.com,82,Protect Want,2,Deal,4,433.45,1733.8,5445.97
334,2025-03-29,163,Lindsay Crawford,antoniocoleman@example.com,294,Whether Value,1,Have,4,455.57,1822.28,5445.97
334,2025-03-29,163,Lindsay Crawford,antoniocoleman@example.com,47,Recently Anyone,9,Wind,2,142.72,285.44,5445.97
335,2023-12-03,141,Nathaniel Pierce,kinggeorge@example.com,57,Leg Difficult,15,Hour,2,407.43,814.86,814.86
336,2024-04-20,36,Cindy Rodriguez,fordjeffery@example.org,268,We Lawyer,1,Have,3,197.51,592.53,930.53
336,2024-04-20,36,Cindy Rodriguez,fordjeffery@example.org,231,Travel Strong,5,Peace,4,84.5,338.0,930.53
337,2025-10-23,144,Marilyn Walker,lisanoble@example.com,295,Yard Conference,6,Several,1,328.64,328.64,736.9
337,2025-10-23,144,Marilyn Walker,lisanoble@example.com,151,Maybe Community,3,One,3,40.03,120.09,736.9
337,2025-10-23,144,Marilyn Walker,lisanoble@example.com,237,Wait Five,1,Have,1,288.17,288.17,736.9
338,2024-08-15,140,Mark Martinez,juliemyers@example.net,250,Your Physical,7,Phone,1,409.73,409.73,409.73
339,2023-12-09,190,Patrick Palmer,joshua72@example.com,5,Both Write,5,Peace,1,140.03,140.03,140.03
340,2024-11-12,99,Johnny Hernandez,bartonchristian@example.net,8,Buy Try,4,Choice,3,20.61,61.83,369.42
340,2024-11-12,99,Johnny Hernandez,bartonchristian@example.net,246,Plant Small,11,Young,1,307.59,307.59,369.42
341,2023-11-25,30,Jennifer King,rosstroy@example.org,22,Leave Leader,14,Break,3,155.35,466.04999999999995,4576.33
341,2023-11-25,30,Jennifer King,rosstroy@example.org,31,Effect Character,7,Phone,4,22.44,89.76,4576.33
341,2023-11-25,30,Jennifer King,rosstroy@example.org,26,Guy Itself,12,Who,4,441.62,1766.48,4576.33
341,2023-11-25,30,Jennifer King,rosstroy@example.org,141,Since Lot,1,Have,4,345.3,1381.2,4576.33
341,2023-11-25,30,Jennifer King,rosstroy@example.org,283,Two Bar,1,Have,4,218.21,872.84,4576.33
342,2025-06-01,131,Dr. Craig Macdonald,jennifer99@example.com,35,Join Woman,4,Choice,4,29.96,119.84,1701.62
342,2025-06-01,131,Dr. Craig Macdonald,jennifer99@example.com,249,Fill Show,6,Several,2,378.8,757.6,1701.62
342,2025-06-01,131,Dr. Craig Macdonald,jennifer99@example.com,191,Trial Too,18,Strong,2,66.79,133.58,1701.62
342,2025-06-01,131,Dr. Craig Macdonald,jennifer99@example.com,141,Since Lot,1,Have,2,345.3,690.6,1701.62
343,2024-10-12,166,Kristy Smith,stevensbrandon@example.org,115,Prove Make,10,President,3,43.36,130.07999999999998,130.08
344,2025-10-15,62,Kristy Richmond,bowersstacey@example.com,156,Keep Wall,18,Strong,1,159.96,159.96,1526.67
344,2025-10-15,62,Kristy Richmond,bowersstacey@example.com,294,Whether Value,1,Have,3,455.57,1366.71,1526.67
345,2025-04-13,136,Teresa Baker,amoore@example.com,65,Benefit Real,4,Choice,4,488.07,1952.28,4194.41
345,2025-04-13,136,Teresa Baker,amoore@example.com,170,Miss Different,14,Break,2,233.22,466.44,4194.41
345,2025-04-13,136,Teresa Baker,amoore@example.com,175,General Those,15,Hour,2,483.49,966.98,4194.41
345,2025-04-13,136,Teresa Baker,amoore@example.com,280,Response Somebody,18,Strong,3,269.57,808.71,4194.41
346,2024-06-06,18,Chelsea White,ortizderek@example.org,90,Carry My,18,Strong,1,463.35,463.35,2042.73
346,2024-06-06,18,Chelsea White,ortizderek@example.org,135,Establish Heavy,16,The,3,342.38,1027.1399999999999,2042.73
346,2024-06-06,18,Chelsea White,ortizderek@example.org,258,Daughter Return,11,Young,2,276.12,552.24,2042.73
347,2024-05-27,157,Elizabeth Owens,carriehoward@example.net,127,Their South,11,Young,3,127.29,381.87,2202.8
347,2024-05-27,157,Elizabeth Owens,carriehoward@example.net,250,Your Physical,7,Phone,4,409.73,1638.92,2202.8
347,2024-05-27,157,Elizabeth Owens,carriehoward@example.net,38,Girl Pattern,3,One,1,182.01,182.01,2202.8
348,2025-04-21,180,Michelle Davis,morganjared@example.com,172,Join Listen,5,Peace,4,212.91,851.64,1084.34
348,2025-04-21,180,Michelle Davis,morganjared@example.com,254,Cultural Responsibility,15,Hour,1,232.7,232.7,1084.34
349,2025-04-19,156,Mackenzie Alvarado,ballardrobert@example.com,23,Occur Still,15,Hour,2,312.59,625.18,1611.29
349,2025-04-19,156,Mackenzie Alvarado,ballardrobert@example.com,212,Energy Usually,12,Who,4,164.83,659.32,1611.29
349,2025-04-19,156,Mackenzie Alvarado,ballardrobert@example.com,257,Keep Image,12,Who,3,108.93,326.79,1611.29
350,2025-04-26,107,Allen Lang,bjordan@example.net,281,President Scientist,13,Past,4,258.78,1035.12,5870.11
350,2025-04-26,107,Allen Lang,bjordan@example.net,141,Since Lot,1,Have,2,345.3,690.6,5870.11
350,2025-04-26,107,Allen Lang,bjordan@example.net,30,Author Indicate,20,Mind,4,420.92,1683.68,5870.11
350,2025-04-26,107,Allen Lang,bjordan@example.net,58,Green Information,16,The,4,479.63,1918.52,5870.11
350,2025-04-26,107,Allen Lang,bjordan@example.net,94,Firm No,15,Hour,3,180.73,542.1899999999999,5870.11
351,2025-10-31,61,Henry Hogan,johnortiz@example.net,236,Play One,1,Have,1,374.63,374.63,3502.64
351,2025-10-31,61,Henry Hogan,johnortiz@example.net,190,Lawyer Head,1,Have,3,424.43,1273.29,3502.64
351,2025-10-31,61,Henry Hogan,johnortiz@example.net,277,Oil Stay,10,President,1,146.65,146.65,3502.64
351,2025-10-31,61,Henry Hogan,johnortiz@example.net,289,Fight Assume,10,President,2,337.78,675.56,3502.64
351,2025-10-31,61,Henry Hogan,johnortiz@example.net,149,Around Away,14,Break,3,344.17,1032.51,3502.64
352,2024-08-23,157,Elizabeth Owens,carriehoward@example.net,51,Attention Local,7,Phone,1,27.74,27.74,27.74
353,2025-06-28,139,Jamie Steele,moorejackson@example.net,221,Suffer City,20,Mind,4,227.07,908.28,908.28
354,2025-08-09,161,Matthew Baldwin,dconner@example.com,186,Sort Animal,8,Nor,1,290.59,290.59,1545.28
354,2025-08-09,161,Matthew Baldwin,dconner@example.com,40,Success Family,1,Have,1,389.12,389.12,1545.28
354,2025-08-09,161,Matthew Baldwin,dconner@example.com,49,Really However,17,Support,1,344.28,344.28,1545.28
354,2025-08-09,161,Matthew Baldwin,dconner@example.com,111,Compare Media,15,Hour,3,133.57,400.71,1545.28
354,2025-08-09,161,Matthew Baldwin,dconner@example.com,80,Provide Fight,8,Nor,1,120.58,120.58,1545.28
355,2025-04-16,123,Ryan Johnson,alexandra88@example.org,217,Receive Them,14,Break,3,267.58,802.74,4075.39
355,2025-04-16,123,Ryan Johnson,alexandra88@example.org,11,Father Hope,9,Wind,2,445.65,891.3,4075.39
355,2025-04-16,123,Ryan Johnson,alexandra88@example.org,204,Civil Officer,5,Peace,1,404.78,404.78,4075.39
355,2025-04-16,123,Ryan Johnson,alexandra88@example.org,5,Both Write,5,Peace,3,140.03,420.09000000000003,4075.39
355,2025-04-16,123,Ryan Johnson,alexandra88@example.org,40,Success Family,1,Have,4,389.12,1556.48,4075.39
356,2024-12-19,189,Kyle Berry,andrewshah@example.net,29,Possible Bring,3,One,4,267.32,1069.28,1069.28
357,2025-09-19,5,Michael Chang,kellychad@example.net,77,Represent Similar,19,Different,1,163.15,163.15,163.15
358,2024-12-21,188,Phyllis Floyd,tsimmons@example.com,41,Traditional Image,1,Have,4,254.19,1016.76,1016.76
359,2023-12-19,177,Paul Wallace,christophermunoz@example.net,254,Cultural Responsibility,15,Hour,1,232.7,232.7,2895.32
359,2023-12-19,177,Paul Wallace,christophermunoz@example.net,299,Feel Meeting,12,Who,2,140.12,280.24,2895.32
359,2023-12-19,177,Paul Wallace,christophermunoz@example.net,132,Wind Glass,18,Strong,4,450.02,1800.08,2895.32
359,2023-12-19,177,Paul Wallace,christophermunoz@example.net,118,To Debate,8,Nor,2,105.26,210.52,2895.32
359,2023-12-19,177,Paul Wallace,christophermunoz@example.net,266,Second With,2,Deal,1,371.78,371.78,2895.32
360,2024-12-05,188,Phyllis Floyd,tsimmons@example.com,134,Simple Thing,3,One,4,225.34,901.36,973.72
360,2024-12-05,188,Phyllis Floyd,tsimmons@example.com,252,Travel Avoid,12,Who,3,24.12,72.36,973.72
361,2025-08-20,12,Kenneth Holland,george62@example.org,139,Law Near,18,Strong,1,487.38,487.38,2051.62
361,2025-08-20,12,Kenneth Holland,george62@example.org,34,Cultural White,11,Young,1,20.86,20.86,2051.62
361,2025-08-20,12,Kenneth Holland,george62@example.org,46,Like Professor,9,Wind,4,159.21,636.84,2051.62
361,2025-08-20,12,Kenneth Holland,george62@example.org,248,Marriage Expect,15,Hour,1,325.9,325.9,2051.62
361,2025-08-20,12,Kenneth Holland,george62@example.org,181,Soldier It,19,Different,2,290.32,580.64,2051.62
362,2025-11-01,115,Amy James,kelseybush@example.com,272,Detail Occur,16,The,2,194.42,388.84,1631.06
362,2025-11-01,115,Amy James,kelseybush@example.com,83,Total Drop,3,One,2,260.34,520.68,1631.06
362,2025-11-01,115,Amy James,kelseybush@example.com,276,Indeed Day,14,Break,1,82.3,82.3,1631.06
362,2025-11-01,115,Amy James,kelseybush@example.com,215,Hold Ago,1,Have,2,319.62,639.24,1631.06
363,2024-11-24,135,Jon Freeman,jim08@example.net,271,Worry Medical,18,Strong,4,352.09,1408.36,2835.5
363,2024-11-24,135,Jon Freeman,jim08@example.net,178,Prevent Home,6,Several,2,357.4,714.8,2835.5
363,2024-11-24,135,Jon Freeman,jim08@example.net,70,Student Democrat,20,Mind,1,449.78,449.78,2835.5
363,2024-11-24,135,Jon Freeman,jim08@example.net,195,Air Like,15,Hour,4,65.64,262.56,2835.5
364,2025-05-01,175,Paul Howard,handerson@example.org,18,Food Responsibility,2,Deal,1,112.07,112.07,3036.86
364,2025-05-01,175,Paul Howard,handerson@example.org,26,Guy Itself,12,Who,3,441.62,1324.8600000000001,3036.86
364,2025-05-01,175,Paul Howard,handerson@example.org,282,Other Be,8,Nor,3,191.67,575.01,3036.86
364,2025-05-01,175,Paul Howard,handerson@example.org,177,Former Truth,4,Choice,3,43.67,131.01,3036.86
364,2025-05-01,175,Paul Howard,handerson@example.org,45,Keep Response,8,Nor,3,297.97,893.9100000000001,3036.86
365,2024-02-08,78,Richard Smith,joseph57@example.com,67,Actually Difficult,19,Different,1,100.71,100.71,100.71
366,2025-08-16,174,Hannah Newman,mark56@example.com,285,Increase Behind,11,Young,4,71.22,284.88,465.43
366,2025-08-16,174,Hannah Newman,mark56@example.com,218,Top School,7,Phone,1,26.83,26.83,465.43
366,2025-08-16,174,Hannah Newman,mark56@example.com,167,Central Music,17,Support,2,76.86,153.72,465.43
367,2023-12-01,5,Michael Chang,kellychad@example.net,115,Prove Make,10,President,3,43.36,130.07999999999998,1924.12
367,2023-12-01,5,Michael Chang,kellychad@example.net,278,Large Fill,8,Nor,4,448.51,1794.04,1924.12
368,2025-06-19,32,Jacob Benton,jordan57@example.com,253,Tell Miss,19,Different,3,292.29,876.8700000000001,876.87
369,2024-01-25,97,Michele Swanson,jessica44@example.net,187,Morning Notice,10,President,2,456.83,913.66,1367.8
369,2024-01-25,97,Michele Swanson,jessica44@example.net,221,Suffer City,20,Mind,2,227.07,454.14,1367.8
370,2024-03-30,45,Debra Schroeder,laurieclark@example.com,90,Carry My,18,Strong,2,463.35,926.7,1546.08
370,2024-03-30,45,Debra Schroeder,laurieclark@example.com,131,Of Audience,15,Hour,2,309.69,619.38,1546.08
371,2024-01-11,99,Johnny Hernandez,bartonchristian@example.net,27,North Man,4,Choice,3,285.09,855.27,1313.23
371,2024-01-11,99,Johnny Hernandez,bartonchristian@example.net,66,Space Practice,7,Phone,3,27.28,81.84,1313.23
371,2024-01-11,99,Johnny Hernandez,bartonchristian@example.net,233,Real It,9,Wind,2,188.06,376.12,1313.23
372,2025-09-16,29,Tanya Ross,lindaallen@example.org,69,Blue Answer,7,Phone,1,70.13,70.13,70.13
373,2024-11-13,14,Dr. Stephanie Cannon,pcraig@example.org,227,West Star,11,Young,3,456.4,1369.1999999999998,1938.72
373,2024-11-13,14,Dr. Stephanie Cannon,pcraig@example.org,20,Lead Contain,6,Several,3,189.84,569.52,1938.72
374,2024-03-08,81,Jordan Tucker,cordovamelissa@example.org,37,Indicate Value,13,Past,3,296.88,890.64,2168.29
374,2024-03-08,81,Jordan Tucker,cordovamelissa@example.org,138,Probably Officer,1,Have,1,264.31,264.31,2168.29
374,2024-03-08,81,Jordan Tucker,cordovamelissa@example.org,289,Fight Assume,10,President,3,337.78,1013.3399999999999,2168.29
375,2025-09-25,36,Cindy Rodriguez,fordjeffery@example.org,136,Itself Green,6,Several,2,117.9,235.8,727.58
375,2025-09-25,36,Cindy Rodriguez,fordjeffery@example.org,162,Song Believe,18,Strong,2,195.38,390.76,727.58
375,2025-09-25,36,Cindy Rodriguez,fordjeffery@example.org,213,Sort Half,18,Strong,2,50.51,101.02,727.58
376,2025-10-07,5,Michael Chang,kellychad@example.net,262,Appear Spend,8,Nor,2,491.42,982.84,3039.64
376,2025-10-07,5,Michael Chang,kellychad@example.net,160,See Item,18,Strong,2,25.16,50.32,3039.64
376,2025-10-07,5,Michael Chang,kellychad@example.net,37,Indicate Value,13,Past,2,296.88,593.76,3039.64
376,2025-10-07,5,Michael Chang,kellychad@example.net,244,Occur Traditional,7,Phone,3,380.18,1140.54,3039.64
376,2025-10-07,5,Michael Chang,kellychad@example.net,174,Tend Music,1,Have,2,136.09,272.18,3039.64
377,2024-09-28,75,Dana Dyer,walkerbruce@example.net,54,School Ball,8,Nor,2,192.76,385.52,936.73
377,2024-09-28,75,Dana Dyer,walkerbruce@example.net,66,Space Practice,7,Phone,4,27.28,109.12,936.73
377,2024-09-28,75,Dana Dyer,walkerbruce@example.net,169,Wrong Stop,7,Phone,1,442.09,442.09,936.73
378,2024-01-06,150,Jill Reese,floydallison@example.org,181,Soldier It,19,Different,4,290.32,1161.28,1657.23
378,2024-01-06,150,Jill Reese,floydallison@example.org,5,Both Write,5,Peace,1,140.03,140.03,1657.23
